action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,target_name
,225856,16301054,[],CHEMBL3707781,"ATP Depletion Assay: The activity of PIM1, PIM2, and PIM3 is measured using a luciferase-luciferin based ATP detection reagent to quantify ATP depletion resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate.",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2cccc(-c3cc(O)ccc3F)n2)C1,,,CHEMBL3638421,,2013,"{'bei': '19.55', 'le': '0.36', 'lle': '3.75', 'sei': '8.13'}",CHEMBL3651931,,CHEMBL3651931,8.22,0,http://www.openphacts.org/units/Nanomolar,2525810,=,37,1,=,,IC50,nM,,6.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,6.0,PAK4
,225838,16301092,[],CHEMBL3707781,"ATP Depletion Assay: The activity of PIM1, PIM2, and PIM3 is measured using a luciferase-luciferin based ATP detection reagent to quantify ATP depletion resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate.",B,,,BAO_0000190,BAO_0000357,single protein format,CCc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@@H](O)[C@@H](C)C3)n2)c1F,,,CHEMBL3638421,,2013,"{'bei': '16.90', 'le': '0.32', 'lle': '3.45', 'sei': '7.80'}",CHEMBL3651913,,CHEMBL3651913,7.89,0,http://www.openphacts.org/units/Nanomolar,2525792,=,37,1,=,,IC50,nM,,13.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,13.0,PAK4
,292210,16301227,[],CHEMBL3707802,"AlphaScreen Assay: Pim 1, Pim 2 & Pim 3 AlphaScreen assays using high ATP (11-125.times. ATP Km) were used to determine the biochemical activity of the inhibitors. The activity of Pim 1, Pim 2, & Pim 3 is measured using a homogeneous bead based system quantifying the amount of phosphorylated peptide substrate resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate. Compounds to be tested are dissolved in 100% DMSO and directly distributed to a white 384-well plate at 0.25 .mu.l per well. To start the reaction, 5 .mu.l of 100 nM Bad peptide (Biotin-AGAGRSRHSSYPAGT-OH (SEQ ID NO:1)) and ATP (concentrations described below) in assay buffer (50 mM Hepes, pH=7.5, 5 mM MgCl.sub.2, 0.05% BSA, 0.01% Tween-20, 1 mM DTT) is added to each well. This is followed by the addition of 5 .mu.l/well of Pim 1, Pim 2 or Pim 3 kinase in assay buffer (concentrations described below). Final assay concentrations (described below) are in 2.5% DMSO. The reactions are performed for .about.2 hours.",B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)N[C@@H]1[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(OC(C)C)cc3F)n2)C[C@@H]1C,,,CHEMBL3639088,,2015,"{'bei': '14.09', 'le': '0.27', 'lle': '2.88', 'sei': '6.27'}",CHEMBL3691933,,CHEMBL3691933,8.05,0,http://www.openphacts.org/units/Nanomolar,2568476,=,37,1,=,,IC50,nM,,8.88,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,8.88,PAK4
,292235,16301901,[],CHEMBL3707802,"AlphaScreen Assay: Pim 1, Pim 2 & Pim 3 AlphaScreen assays using high ATP (11-125.times. ATP Km) were used to determine the biochemical activity of the inhibitors. The activity of Pim 1, Pim 2, & Pim 3 is measured using a homogeneous bead based system quantifying the amount of phosphorylated peptide substrate resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate. Compounds to be tested are dissolved in 100% DMSO and directly distributed to a white 384-well plate at 0.25 .mu.l per well. To start the reaction, 5 .mu.l of 100 nM Bad peptide (Biotin-AGAGRSRHSSYPAGT-OH (SEQ ID NO:1)) and ATP (concentrations described below) in assay buffer (50 mM Hepes, pH=7.5, 5 mM MgCl.sub.2, 0.05% BSA, 0.01% Tween-20, 1 mM DTT) is added to each well. This is followed by the addition of 5 .mu.l/well of Pim 1, Pim 2 or Pim 3 kinase in assay buffer (concentrations described below). Final assay concentrations (described below) are in 2.5% DMSO. The reactions are performed for .about.2 hours.",B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)N[C@@H]1[C@H](N)CN(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)C[C@@H]1C,,,CHEMBL3639088,,2015,"{'bei': '17.35', 'le': '0.33', 'lle': '6.29', 'sei': '6.19'}",CHEMBL3691958,,CHEMBL3691958,9.19,0,http://www.openphacts.org/units/Nanomolar,2568501,=,37,1,=,,IC50,nM,,0.65,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,0.65,PAK4
,292094,16301978,[],CHEMBL3707802,"AlphaScreen Assay: Pim 1, Pim 2 & Pim 3 AlphaScreen assays using high ATP (11-125.times. ATP Km) were used to determine the biochemical activity of the inhibitors. The activity of Pim 1, Pim 2, & Pim 3 is measured using a homogeneous bead based system quantifying the amount of phosphorylated peptide substrate resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate. Compounds to be tested are dissolved in 100% DMSO and directly distributed to a white 384-well plate at 0.25 .mu.l per well. To start the reaction, 5 .mu.l of 100 nM Bad peptide (Biotin-AGAGRSRHSSYPAGT-OH (SEQ ID NO:1)) and ATP (concentrations described below) in assay buffer (50 mM Hepes, pH=7.5, 5 mM MgCl.sub.2, 0.05% BSA, 0.01% Tween-20, 1 mM DTT) is added to each well. This is followed by the addition of 5 .mu.l/well of Pim 1, Pim 2 or Pim 3 kinase in assay buffer (concentrations described below). Final assay concentrations (described below) are in 2.5% DMSO. The reactions are performed for .about.2 hours.",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@@H]1[S@+](C)[O-],,,CHEMBL3639088,,2015,"{'bei': '13.88', 'le': '0.27', 'lle': '2.57', 'sei': '6.71'}",CHEMBL3687442,,CHEMBL3687442,6.97,0,http://www.openphacts.org/units/Nanomolar,2563790,=,37,1,=,,IC50,nM,,106.11,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,106.11,PAK4
,225956,16302238,[],CHEMBL3707781,"ATP Depletion Assay: The activity of PIM1, PIM2, and PIM3 is measured using a luciferase-luciferin based ATP detection reagent to quantify ATP depletion resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate.",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@H]1O,,,CHEMBL3638421,,2013,"{'bei': '15.46', 'le': '0.29', 'lle': '3.05', 'sei': '6.98'}",CHEMBL3652027,,CHEMBL3652027,7.06,0,http://www.openphacts.org/units/Nanomolar,2525910,=,37,1,=,,IC50,nM,,88.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,88.0,PAK4
,288350,16302476,[],CHEMBL3707582,"Kinase Inhibition Assay: The buffer for PIM-2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 microM Na3VO4, and 0.2 mg/mL BSAFull-length human PIM-2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.Assay Conditions (Final Concentrations)Enzyme concentration=1.5 nMAktide substrate (Chemical Abstract Service Registry Number 324029-01-8)=5 microMATP=4 microM33P-Î³-ATP=1 nM.",B,,,BAO_0000190,BAO_0000357,single protein format,CSc1ncc2ccc3c(C(N)=O)cn([C@H]4CC[C@@H](N)CC4)c3c2n1,,,CHEMBL3639053,,2015,"{'bei': '25.32', 'le': '0.49', 'lle': '6.15', 'sei': '9.02'}",CHEMBL3703184,,CHEMBL3703184,9.00,0,http://www.openphacts.org/units/Nanomolar,2580590,=,37,1,=,,IC50,nM,,1.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,1.0,PAK4
,292177,16302565,[],CHEMBL3707802,"AlphaScreen Assay: Pim 1, Pim 2 & Pim 3 AlphaScreen assays using high ATP (11-125.times. ATP Km) were used to determine the biochemical activity of the inhibitors. The activity of Pim 1, Pim 2, & Pim 3 is measured using a homogeneous bead based system quantifying the amount of phosphorylated peptide substrate resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate. Compounds to be tested are dissolved in 100% DMSO and directly distributed to a white 384-well plate at 0.25 .mu.l per well. To start the reaction, 5 .mu.l of 100 nM Bad peptide (Biotin-AGAGRSRHSSYPAGT-OH (SEQ ID NO:1)) and ATP (concentrations described below) in assay buffer (50 mM Hepes, pH=7.5, 5 mM MgCl.sub.2, 0.05% BSA, 0.01% Tween-20, 1 mM DTT) is added to each well. This is followed by the addition of 5 .mu.l/well of Pim 1, Pim 2 or Pim 3 kinase in assay buffer (concentrations described below). Final assay concentrations (described below) are in 2.5% DMSO. The reactions are performed for .about.2 hours.",B,,,BAO_0000190,BAO_0000357,single protein format,CCOCc1cc(F)c(-c2nc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@@H](S(C)(=O)=O)[C@@H](C)C3)ccc2F)c(F)c1,,,CHEMBL3639088,,2015,"{'bei': '14.29', 'le': '0.28', 'lle': '3.64', 'sei': '6.63'}",CHEMBL3687526,,CHEMBL3687526,8.24,0,http://www.openphacts.org/units/Nanomolar,2563874,=,37,1,=,,IC50,nM,,5.78,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,5.78,PAK4
,225851,16302966,[],CHEMBL3707781,"ATP Depletion Assay: The activity of PIM1, PIM2, and PIM3 is measured using a luciferase-luciferin based ATP detection reagent to quantify ATP depletion resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate.",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3[C@H]3C[C@@H](N)[C@H](O)[C@@H](C)C3)n2)c1F,,,CHEMBL3638421,,2013,"{'bei': '17.50', 'le': '0.33', 'lle': '3.74', 'sei': '7.83'}",CHEMBL3651926,,CHEMBL3651926,7.92,0,http://www.openphacts.org/units/Nanomolar,2525805,=,37,1,=,,IC50,nM,,12.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,12.0,PAK4
,292240,16303355,[],CHEMBL3707802,"AlphaScreen Assay: Pim 1, Pim 2 & Pim 3 AlphaScreen assays using high ATP (11-125.times. ATP Km) were used to determine the biochemical activity of the inhibitors. The activity of Pim 1, Pim 2, & Pim 3 is measured using a homogeneous bead based system quantifying the amount of phosphorylated peptide substrate resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate. Compounds to be tested are dissolved in 100% DMSO and directly distributed to a white 384-well plate at 0.25 .mu.l per well. To start the reaction, 5 .mu.l of 100 nM Bad peptide (Biotin-AGAGRSRHSSYPAGT-OH (SEQ ID NO:1)) and ATP (concentrations described below) in assay buffer (50 mM Hepes, pH=7.5, 5 mM MgCl.sub.2, 0.05% BSA, 0.01% Tween-20, 1 mM DTT) is added to each well. This is followed by the addition of 5 .mu.l/well of Pim 1, Pim 2 or Pim 3 kinase in assay buffer (concentrations described below). Final assay concentrations (described below) are in 2.5% DMSO. The reactions are performed for .about.2 hours.",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(C4(O)CCOCC4)cc3F)n2)C[C@@H](N)[C@H]1n1ccnn1,,,CHEMBL3639088,,2015,"{'bei': '13.98', 'le': '0.26', 'lle': '4.02', 'sei': '6.02'}",CHEMBL3691963,,CHEMBL3691963,8.50,0,http://www.openphacts.org/units/Nanomolar,2568506,=,37,1,=,,IC50,nM,,3.19,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,3.19,PAK4
,292146,16303404,[],CHEMBL3707802,"AlphaScreen Assay: Pim 1, Pim 2 & Pim 3 AlphaScreen assays using high ATP (11-125.times. ATP Km) were used to determine the biochemical activity of the inhibitors. The activity of Pim 1, Pim 2, & Pim 3 is measured using a homogeneous bead based system quantifying the amount of phosphorylated peptide substrate resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate. Compounds to be tested are dissolved in 100% DMSO and directly distributed to a white 384-well plate at 0.25 .mu.l per well. To start the reaction, 5 .mu.l of 100 nM Bad peptide (Biotin-AGAGRSRHSSYPAGT-OH (SEQ ID NO:1)) and ATP (concentrations described below) in assay buffer (50 mM Hepes, pH=7.5, 5 mM MgCl.sub.2, 0.05% BSA, 0.01% Tween-20, 1 mM DTT) is added to each well. This is followed by the addition of 5 .mu.l/well of Pim 1, Pim 2 or Pim 3 kinase in assay buffer (concentrations described below). Final assay concentrations (described below) are in 2.5% DMSO. The reactions are performed for .about.2 hours.",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(F)c(-c2nc(C(=O)Nc3cnccc3[C@H]3C[C@@H](C)[C@@H](OCCC#N)[C@@H](N)C3)ccc2F)c(F)c1,,,CHEMBL3639088,,2015,"{'bei': '13.74', 'le': '0.26', 'lle': '1.93', 'sei': '6.31'}",CHEMBL3687494,,CHEMBL3687494,7.19,0,http://www.openphacts.org/units/Nanomolar,2563842,=,37,1,=,,IC50,nM,,64.13,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,64.13,PAK4
,225864,16303652,[],CHEMBL3707781,"ATP Depletion Assay: The activity of PIM1, PIM2, and PIM3 is measured using a luciferase-luciferin based ATP detection reagent to quantify ATP depletion resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate.",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2nc(-c3cc(O)ccc3F)ccc2F)C1,,,CHEMBL3638421,,2013,"{'bei': '18.75', 'le': '0.35', 'lle': '3.61', 'sei': '8.13'}",CHEMBL3651939,,CHEMBL3651939,8.22,0,http://www.openphacts.org/units/Nanomolar,2525818,=,37,1,=,,IC50,nM,,6.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,6.0,PAK4
,292123,16304050,[],CHEMBL3707802,"AlphaScreen Assay: Pim 1, Pim 2 & Pim 3 AlphaScreen assays using high ATP (11-125.times. ATP Km) were used to determine the biochemical activity of the inhibitors. The activity of Pim 1, Pim 2, & Pim 3 is measured using a homogeneous bead based system quantifying the amount of phosphorylated peptide substrate resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate. Compounds to be tested are dissolved in 100% DMSO and directly distributed to a white 384-well plate at 0.25 .mu.l per well. To start the reaction, 5 .mu.l of 100 nM Bad peptide (Biotin-AGAGRSRHSSYPAGT-OH (SEQ ID NO:1)) and ATP (concentrations described below) in assay buffer (50 mM Hepes, pH=7.5, 5 mM MgCl.sub.2, 0.05% BSA, 0.01% Tween-20, 1 mM DTT) is added to each well. This is followed by the addition of 5 .mu.l/well of Pim 1, Pim 2 or Pim 3 kinase in assay buffer (concentrations described below). Final assay concentrations (described below) are in 2.5% DMSO. The reactions are performed for .about.2 hours.",B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)N(C)[C@@H]1[C@H](N)CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H]1C,,,CHEMBL3639088,,2015,"{'bei': '16.97', 'le': '0.32', 'lle': '5.31', 'sei': '7.89'}",CHEMBL3687471,,CHEMBL3687471,8.97,0,http://www.openphacts.org/units/Nanomolar,2563819,=,37,1,=,,IC50,nM,,1.07,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,1.07,PAK4
,288344,16304208,[],CHEMBL3707582,"Kinase Inhibition Assay: The buffer for PIM-2 assay was composed of HEPES 50 mM, at pH 7.5, with 1 mM MgCl2, 1 mM DTT, 3 microM Na3VO4, and 0.2 mg/mL BSAFull-length human PIM-2 was expressed and purified as described in Fedorov O, et al., PNAS 2007 104, 51, 20523-28.Assay Conditions (Final Concentrations)Enzyme concentration=1.5 nMAktide substrate (Chemical Abstract Service Registry Number 324029-01-8)=5 microMATP=4 microM33P-Î³-ATP=1 nM.",B,,,BAO_0000190,BAO_0000357,single protein format,CSc1ncc2c(n1)-c1c(c(C(N)=O)cn1C(C)C)CC2,,,CHEMBL3639053,,2015,"{'bei': '25.20', 'le': '0.50', 'lle': '5.17', 'sei': '10.32'}",CHEMBL3703178,,CHEMBL3703178,7.62,0,http://www.openphacts.org/units/Nanomolar,2580584,=,37,1,=,,IC50,nM,,24.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,24.0,PAK4
,225887,16304719,[],CHEMBL3707781,"ATP Depletion Assay: The activity of PIM1, PIM2, and PIM3 is measured using a luciferase-luciferin based ATP detection reagent to quantify ATP depletion resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate.",B,,,BAO_0000190,BAO_0000357,single protein format,Nc1cc(F)c(-c2ccccc2F)nc1C(=O)Nc1cnccc1[C@@H]1CC[C@H](O)[C@H](N)C1,,,CHEMBL3638421,,2013,"{'bei': '19.11', 'le': '0.36', 'lle': '5.19', 'sei': '6.60'}",CHEMBL3651962,,CHEMBL3651962,8.40,0,http://www.openphacts.org/units/Nanomolar,2525841,=,37,1,=,,IC50,nM,,4.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,4.0,PAK4
,292140,16304969,[],CHEMBL3707802,"AlphaScreen Assay: Pim 1, Pim 2 & Pim 3 AlphaScreen assays using high ATP (11-125.times. ATP Km) were used to determine the biochemical activity of the inhibitors. The activity of Pim 1, Pim 2, & Pim 3 is measured using a homogeneous bead based system quantifying the amount of phosphorylated peptide substrate resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate. Compounds to be tested are dissolved in 100% DMSO and directly distributed to a white 384-well plate at 0.25 .mu.l per well. To start the reaction, 5 .mu.l of 100 nM Bad peptide (Biotin-AGAGRSRHSSYPAGT-OH (SEQ ID NO:1)) and ATP (concentrations described below) in assay buffer (50 mM Hepes, pH=7.5, 5 mM MgCl.sub.2, 0.05% BSA, 0.01% Tween-20, 1 mM DTT) is added to each well. This is followed by the addition of 5 .mu.l/well of Pim 1, Pim 2 or Pim 3 kinase in assay buffer (concentrations described below). Final assay concentrations (described below) are in 2.5% DMSO. The reactions are performed for .about.2 hours.",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@H](N)[C@@H]1OCCS(C)(=O)=O,,,CHEMBL3639088,,2015,"{'bei': '10.59', 'le': '0.21', 'lle': '1.88', 'sei': '4.79'}",CHEMBL3687488,,CHEMBL3687488,5.96,0,http://www.openphacts.org/units/Nanomolar,2563836,=,37,1,=,,IC50,nM,,1100.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,1100.0,PAK4
,225840,16305039,[],CHEMBL3707781,"ATP Depletion Assay: The activity of PIM1, PIM2, and PIM3 is measured using a luciferase-luciferin based ATP detection reagent to quantify ATP depletion resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate.",B,,,BAO_0000190,BAO_0000357,single protein format,CCc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3[C@@H]3CCC[C@H](N)C3)n2)c1F,,,CHEMBL3638421,,2013,"{'bei': '16.65', 'le': '0.31', 'lle': '2.05', 'sei': '8.98'}",CHEMBL3651915,,CHEMBL3651915,7.27,0,http://www.openphacts.org/units/Nanomolar,2525794,=,37,1,=,,IC50,nM,,54.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,54.0,PAK4
,292193,16305254,[],CHEMBL3707802,"AlphaScreen Assay: Pim 1, Pim 2 & Pim 3 AlphaScreen assays using high ATP (11-125.times. ATP Km) were used to determine the biochemical activity of the inhibitors. The activity of Pim 1, Pim 2, & Pim 3 is measured using a homogeneous bead based system quantifying the amount of phosphorylated peptide substrate resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate. Compounds to be tested are dissolved in 100% DMSO and directly distributed to a white 384-well plate at 0.25 .mu.l per well. To start the reaction, 5 .mu.l of 100 nM Bad peptide (Biotin-AGAGRSRHSSYPAGT-OH (SEQ ID NO:1)) and ATP (concentrations described below) in assay buffer (50 mM Hepes, pH=7.5, 5 mM MgCl.sub.2, 0.05% BSA, 0.01% Tween-20, 1 mM DTT) is added to each well. This is followed by the addition of 5 .mu.l/well of Pim 1, Pim 2 or Pim 3 kinase in assay buffer (concentrations described below). Final assay concentrations (described below) are in 2.5% DMSO. The reactions are performed for .about.2 hours.",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1cc(F)c(-c2nc(C(=O)Nc3cnccc3C3C[C@@H](N)[C@@H](n4ccnn4)[C@@H](C)C3)ccc2F)c(F)c1,,,CHEMBL3639088,,2015,"{'bei': '15.20', 'le': '0.29', 'lle': '4.33', 'sei': '6.80'}",CHEMBL3691916,,CHEMBL3691916,8.84,0,http://www.openphacts.org/units/Nanomolar,2568459,=,37,1,=,,IC50,nM,,1.45,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,1.45,PAK4
,225881,16305306,[],CHEMBL3707781,"ATP Depletion Assay: The activity of PIM1, PIM2, and PIM3 is measured using a luciferase-luciferin based ATP detection reagent to quantify ATP depletion resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate.",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3cccc(F)c3F)n2)C1,,,CHEMBL3638421,,2013,"{'bei': '18.85', 'le': '0.35', 'lle': '3.26', 'sei': '10.26'}",CHEMBL3651956,,CHEMBL3651956,8.30,0,http://www.openphacts.org/units/Nanomolar,2525835,=,37,1,=,,IC50,nM,,5.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,5.0,PAK4
,225920,16305547,[],CHEMBL3707781,"ATP Depletion Assay: The activity of PIM1, PIM2, and PIM3 is measured using a luciferase-luciferin based ATP detection reagent to quantify ATP depletion resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate.",B,,,BAO_0000190,BAO_0000357,single protein format,N[C@H]1CCC[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1,,,CHEMBL3638421,,2013,"{'bei': '19.47', 'le': '0.37', 'lle': '3.50', 'sei': '10.26'}",CHEMBL3651993,,CHEMBL3651993,8.30,0,http://www.openphacts.org/units/Nanomolar,2525874,=,37,1,=,,IC50,nM,,5.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,5.0,PAK4
,225901,16305682,[],CHEMBL3707781,"ATP Depletion Assay: The activity of PIM1, PIM2, and PIM3 is measured using a luciferase-luciferin based ATP detection reagent to quantify ATP depletion resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate.",B,,,BAO_0000190,BAO_0000357,single protein format,N[C@H]1CCC[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ccc2F)C1,,,CHEMBL3638421,,2013,"{'bei': '17.25', 'le': '0.32', 'lle': '2.56', 'sei': '9.09'}",CHEMBL3651976,,CHEMBL3651976,7.36,0,http://www.openphacts.org/units/Nanomolar,2525855,=,37,1,=,,IC50,nM,,44.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,44.0,PAK4
,292260,16306114,[],CHEMBL3707802,"AlphaScreen Assay: Pim 1, Pim 2 & Pim 3 AlphaScreen assays using high ATP (11-125.times. ATP Km) were used to determine the biochemical activity of the inhibitors. The activity of Pim 1, Pim 2, & Pim 3 is measured using a homogeneous bead based system quantifying the amount of phosphorylated peptide substrate resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate. Compounds to be tested are dissolved in 100% DMSO and directly distributed to a white 384-well plate at 0.25 .mu.l per well. To start the reaction, 5 .mu.l of 100 nM Bad peptide (Biotin-AGAGRSRHSSYPAGT-OH (SEQ ID NO:1)) and ATP (concentrations described below) in assay buffer (50 mM Hepes, pH=7.5, 5 mM MgCl.sub.2, 0.05% BSA, 0.01% Tween-20, 1 mM DTT) is added to each well. This is followed by the addition of 5 .mu.l/well of Pim 1, Pim 2 or Pim 3 kinase in assay buffer (concentrations described below). Final assay concentrations (described below) are in 2.5% DMSO. The reactions are performed for .about.2 hours.",B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)N[C@@H]1[C@H](N)CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(C4(F)CCOCC4)cc3F)n2)C[C@@H]1C,,,CHEMBL3639088,,2015,"{'bei': '13.87', 'le': '0.27', 'lle': '4.25', 'sei': '6.49'}",CHEMBL3691982,,CHEMBL3691982,8.55,0,http://www.openphacts.org/units/Nanomolar,2568526,=,37,1,=,,IC50,nM,,2.81,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,2.81,PAK4
,225848,16306337,[],CHEMBL3707781,"ATP Depletion Assay: The activity of PIM1, PIM2, and PIM3 is measured using a luciferase-luciferin based ATP detection reagent to quantify ATP depletion resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate.",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(F)c(-c2nc(C(=O)Nc3cnccc3[C@@H]3C[C@H](C)C[C@H](N)C3)ccc2F)c1F,,,CHEMBL3638421,,2013,"{'bei': '18.75', 'le': '0.35', 'lle': '3.17', 'sei': '10.54'}",CHEMBL3651923,,CHEMBL3651923,8.52,0,http://www.openphacts.org/units/Nanomolar,2525802,=,37,1,=,,IC50,nM,,3.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,3.0,PAK4
,225893,16306482,[],CHEMBL3707781,"ATP Depletion Assay: The activity of PIM1, PIM2, and PIM3 is measured using a luciferase-luciferin based ATP detection reagent to quantify ATP depletion resulting from kinase-catalyzed phosphoryl transfer to a peptide substrate.",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1C[C@@H](N)C[C@@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1,,,CHEMBL3638421,,2013,"{'bei': '14.26', 'le': '0.27', 'lle': '1.24', 'sei': '7.77'}",CHEMBL3651968,,CHEMBL3651968,6.28,0,http://www.openphacts.org/units/Nanomolar,2525847,=,37,1,=,,IC50,nM,,522.0,CHEMBL4523,Homo sapiens,Serine/threonine-protein kinase PIM2,9606,,,IC50,nM,UO_0000065,,522.0,PAK4
